pos_neuron,pos_loading,neg_neuron,neg_loading,ratio_abs,acc_2neuron_new_probe,acc_2neuron_model_readout,acc_2neuron_mean_ablation,acc_full_model_country,acc_h3_linear,acc_emb_country,acc_emb_food
61,2.602862008549593,0,-2.5223847575957237,1.0319052240985545,0.8953333333333333,0.5166666666666667,0.9673333333333334,0.964,0.9606666666666667,0.98,0.9666666666666667
