country,food,mean_angle_deg,std_angle_deg,mean_radius
0,0,8.681715965270996,21.963808059692383,2.0497477054595947
0,1,81.21409606933594,10.079453468322754,1.6949212551116943
1,0,175.135009765625,71.9070816040039,4.044830799102783
1,1,-86.58519744873047,39.54555130004883,1.394408106803894
