acc_raw_proj,acc_abs_proj,acc_quad_proj,cos_sim_abs_vs_sqrt_quad,bilinear_tensor_rank,bilinear_largest_eigval,interpretation
0.498,0.598,0.7266666666666667,0.9999999999998712,1,1.0000000000000007,"rank-1 quadratic approximation, not an exact model account"
